 1.10000000e+01 1.10000000e+01 1.10000000e+01 1.10000000e+01 1.10000000e+01 1.10000000e+01 1.10000000e+01 1.10000000e+01 1.10000000e+01 1.10000000e+01 1.10000000e+01
 1.94147098e+01 1.55464871e+01 7.49824512e+00 2.66950039e+00 5.49977859e+00 1.33869350e+01 1.90795544e+01 1.73438687e+01 9.77565943e+00 3.33310321e+00 3.93945654e+00
 2.00929743e+01 1.59129550e+01 7.21598752e+00 1.99802370e+00 5.05643537e+00 1.35793330e+01 1.97308037e+01 1.78552138e+01 9.67697194e+00 2.71511597e+00 3.37034418e+00
 1.24112001e+01 1.17624747e+01 1.04127336e+01 9.60292251e+00 1.00775781e+01 1.14003041e+01 1.23549924e+01 1.20639069e+01 1.07946703e+01 9.71421290e+00 9.81590219e+00
 3.43197505e+00 6.91097867e+00 1.41494096e+01 1.84922879e+01 1.59467912e+01 8.85323750e+00 3.73340731e+00 5.29444893e+00 1.21011479e+01 1.78954566e+01 1.73501143e+01
 1.41075725e+00 5.81891003e+00 1.49905330e+01 2.04932784e+01 1.72679474e+01 8.27989445e+00 1.79269404e+00 3.77064828e+00 1.23952351e+01 1.97370493e+01 1.90460606e+01
 8.20584502e+00 9.49031162e+00 1.21627788e+01 1.37661925e+01 1.28263816e+01 1.02074039e+01 8.31713541e+00 8.89348026e+00 1.14065496e+01 1.35458392e+01 1.33444959e+01
 1.75698660e+01 1.45497137e+01 8.26597105e+00 4.49588197e+00 6.70564901e+00 1.28636225e+01 1.73081901e+01 1.59530368e+01 1.00440843e+01 5.01399628e+00 5.48741250e+00
 2.08935825e+01 1.63455254e+01 6.88281695e+00 1.20542759e+00 4.53312293e+00 1.38064352e+01 2.04995239e+01 1.84587941e+01 9.56048342e+00 1.98565762e+00 2.69857663e+00
 1.51211849e+01 1.32266857e+01 9.28498196e+00 6.92005792e+00 8.30621381e+00 1.21690243e+01 1.49570392e+01 1.41069706e+01 1.04003675e+01 7.24506377e+00 7.54203112e+00
 5.55978889e+00 8.06064139e+00 1.32639266e+01 1.63857682e+01 1.45559593e+01 9.45681783e+00 5.77647094e+00 6.89861258e+00 1.17915509e+01 1.59567410e+01 1.55647263e+01
