 1.20000000e+01 1.20000000e+01 1.20000000e+01 1.20000000e+01 1.20000000e+01
 1.20000000e+01 2.14837921e+01 7.69052515e+00 4.47445135e+00 1.97291157e+01
 1.20000000e+01 7.69052515e+00 1.39582434e+01 1.54196408e+01 8.48785745e+00
 1.20000000e+01 4.47445135e+00 1.54196408e+01 1.79716495e+01 5.86681660e+00
 1.20000000e+01 1.97291157e+01 8.48785745e+00 5.86681660e+00 1.82990868e+01
 1.20000000e+01 1.60134061e+01 1.01762915e+01 8.81529470e+00 1.52708520e+01
 1.20000000e+01 2.44717576e+00 1.63408434e+01 1.95803268e+01 4.21462438e+00
 1.20000000e+01 1.23274372e+01 1.18512111e+01 1.17401730e+01 1.22668553e+01
 1.20000000e+01 2.14040354e+01 7.72676693e+00 4.53773963e+00 1.96641154e+01
 1.20000000e+01 7.39932968e+00 1.40905639e+01 1.56507093e+01 8.25053851e+00
 1.20000000e+01 4.68652849e+00 1.53232721e+01 1.78033627e+01 6.03965556e+00
